Brand,Model,Year,Engine_Size,Fuel_Type
BMW,3 Series,2011,3.9,Petrol
Toyota,RAV4,2019,3.6,Diesel
Ford,Focus,2010,1.2,Electric
Honda,Accord,2023,5.0,Petrol
BMW,X5,2000,3.3,Diesel
Audi,A4,2022,4.6,Hybrid
Volkswagen,Tiguan,2017,2.6,Hybrid
Audi,A3,2007,3.7,Electric
Audi,Q5,2019,1.4,Diesel
Ford,Fiesta,2006,2.7,Hybrid
Chevrolet,Malibu,2001,4.9,Petrol
Mercedes,C-Class,2015,4.4,Hybrid
Chevrolet,Impala,2005,3.1,Hybrid
Hyundai,Tucson,2020,2.3,Hybrid
Toyota,Corolla,2023,3.4,Hybrid
BMW,5 Series,2002,4.7,Diesel
Ford,Explorer,2012,1.7,Diesel
Honda,Civic,2009,2.3,Petrol
Ford,Focus,2019,4.6,Diesel
BMW,X5,2009,3.1,Petrol
Honda,CR-V,2017,1.6,Electric
BMW,3 Series,2004,3.0,Electric
Hyundai,Tucson,2021,3.9,Diesel
Hyundai,Tucson,2004,4.0,Hybrid
Honda,Civic,2019,3.2,Diesel
Chevrolet,Malibu,2022,4.8,Hybrid
Chevrolet,Impala,2014,2.0,Petrol
Toyota,Corolla,2017,1.6,Electric
Ford,Fiesta,2005,4.2,Petrol
BMW,3 Series,2018,5.0,Diesel
Mercedes,E-Class,2014,1.7,Petrol
Honda,Civic,2002,4.3,Diesel
Kia,Rio,2004,3.7,Diesel
Volkswagen,Golf,2010,3.1,Hybrid
Kia,Sportage,2015,4.0,Hybrid
Toyota,Corolla,2014,1.4,Electric
Mercedes,C-Class,2020,1.6,Petrol
Mercedes,E-Class,2018,2.2,Electric
Honda,Accord,2003,2.2,Electric
Kia,Sportage,2012,2.7,Electric
Honda,Civic,2022,1.2,Petrol
Kia,Sportage,2005,3.0,Electric
Kia,Optima,2020,1.3,Petrol
Toyota,RAV4,2007,4.9,Hybrid
Chevrolet,Equinox,2007,2.9,Diesel
Volkswagen,Golf,2022,4.6,Diesel
Hyundai,Tucson,2022,1.3,Diesel
Honda,CR-V,2022,3.8,Electric
Chevrolet,Equinox,2010,2.4,Electric
Volkswagen,Passat,2007,3.0,Electric
BMW,5 Series,2018,4.6,Diesel
Audi,A4,2006,2.6,Petrol
Honda,Civic,2008,4.5,Hybrid
BMW,5 Series,2023,2.7,Diesel
Audi,Q5,2012,3.3,Hybrid
Chevrolet,Equinox,2015,2.9,Diesel
Toyota,Corolla,2013,1.7,Electric
Chevrolet,Malibu,2023,3.6,Hybrid
Toyota,RAV4,2003,3.7,Hybrid
Toyota,Corolla,2020,2.8,Hybrid
BMW,X5,2001,2.8,Hybrid
Honda,Civic,2011,4.4,Hybrid
BMW,5 Series,2008,4.6,Petrol
Mercedes,C-Class,2020,4.3,Petrol
Honda,CR-V,2006,2.6,Electric
Chevrolet,Impala,2016,1.2,Hybrid
Honda,CR-V,2020,1.1,Electric
Kia,Sportage,2004,3.4,Electric
Volkswagen,Passat,2005,1.5,Petrol
Hyundai,Sonata,2012,1.8,Hybrid
Hyundai,Sonata,2012,3.1,Electric
Ford,Fiesta,2018,2.0,Petrol
Audi,Q5,2016,4.4,Hybrid
BMW,X5,2019,4.0,Hybrid
Toyota,Camry,2012,3.9,Diesel
Audi,Q5,2012,1.3,Petrol
BMW,X5,2014,3.8,Hybrid
Toyota,RAV4,2023,1.0,Electric
Mercedes,C-Class,2002,1.8,Electric
Ford,Explorer,2014,2.5,Diesel
Hyundai,Elantra,2014,3.1,Electric
Mercedes,C-Class,2013,3.8,Diesel
Toyota,Corolla,2016,3.8,Electric
Kia,Rio,2016,1.7,Hybrid
Ford,Explorer,2007,1.8,Hybrid
Hyundai,Elantra,2019,1.2,Petrol
Kia,Rio,2018,4.4,Diesel
Volkswagen,Golf,2010,2.9,Electric
Hyundai,Tucson,2015,3.1,Petrol
Honda,Accord,2000,1.4,Diesel
Hyundai,Tucson,2007,1.7,Diesel
Audi,A3,2008,3.9,Hybrid
BMW,3 Series,2019,4.0,Electric
Volkswagen,Tiguan,2023,1.5,Diesel
Volkswagen,Golf,2006,4.6,Diesel
Kia,Optima,2002,2.7,Diesel
Honda,CR-V,2019,1.1,Petrol
Hyundai,Elantra,2012,4.7,Diesel
Audi,A3,2012,3.3,Electric
BMW,3 Series,2020,3.1,Hybrid
Volkswagen,Golf,2022,2.3,Electric
Ford,Fiesta,2015,3.3,Electric
Chevrolet,Equinox,2021,1.5,Petrol
BMW,5 Series,2023,2.9,Petrol
BMW,5 Series,2022,4.2,Diesel
Chevrolet,Impala,2017,3.9,Electric
Mercedes,E-Class,2011,1.1,Hybrid
Ford,Fiesta,2006,3.9,Hybrid
Audi,A3,2017,2.6,Diesel
Kia,Sportage,2005,2.0,Diesel
Honda,CR-V,2005,4.4,Electric
Chevrolet,Impala,2014,4.1,Petrol
Volkswagen,Passat,2006,2.9,Diesel
Kia,Sportage,2016,4.2,Diesel
Kia,Rio,2013,1.5,Diesel
Chevrolet,Malibu,2014,4.1,Diesel
Hyundai,Sonata,2011,2.3,Electric
Audi,A4,2011,3.5,Electric
Ford,Explorer,2004,3.6,Petrol
Toyota,Corolla,2010,3.9,Diesel
Ford,Explorer,2021,1.7,Diesel
Toyota,Corolla,2021,1.4,Hybrid
BMW,X5,2010,3.3,Electric
Hyundai,Tucson,2006,1.6,Hybrid
Hyundai,Elantra,2015,3.7,Petrol
Mercedes,E-Class,2002,1.7,Diesel
Hyundai,Tucson,2012,4.7,Hybrid
Mercedes,C-Class,2021,2.4,Diesel
Hyundai,Sonata,2018,2.3,Electric
Audi,Q5,2020,2.5,Diesel
Ford,Focus,2001,1.2,Petrol
Chevrolet,Equinox,2002,2.2,Hybrid
Ford,Fiesta,2017,1.1,Hybrid
Mercedes,E-Class,2005,4.9,Diesel
Honda,Civic,2006,1.4,Petrol
Audi,A4,2018,2.9,Petrol
Kia,Sportage,2000,4.4,Diesel
BMW,3 Series,2020,4.6,Petrol
Kia,Optima,2003,3.8,Electric
Mercedes,GLA,2004,4.8,Hybrid
Honda,CR-V,2017,1.3,Hybrid
Honda,Civic,2010,1.2,Petrol
Honda,Accord,2008,3.5,Petrol
Toyota,RAV4,2013,3.5,Hybrid
Toyota,RAV4,2001,2.4,Diesel
Audi,A3,2015,4.3,Hybrid
BMW,X5,2013,2.6,Electric
Toyota,Corolla,2020,3.3,Diesel
Kia,Optima,2006,3.5,Petrol
Volkswagen,Passat,2018,1.9,Petrol
Honda,Civic,2013,4.7,Diesel
BMW,5 Series,2000,4.8,Electric
Chevrolet,Equinox,2002,3.9,Diesel
Hyundai,Sonata,2000,2.2,Hybrid
Honda,Accord,2016,3.1,Hybrid
Chevrolet,Equinox,2020,1.4,Petrol
Hyundai,Elantra,2012,2.2,Diesel
Hyundai,Elantra,2016,3.7,Petrol
Hyundai,Elantra,2023,4.6,Petrol
Chevrolet,Equinox,2006,1.4,Hybrid
Mercedes,C-Class,2002,4.0,Electric
Ford,Focus,2020,3.5,Hybrid
Volkswagen,Tiguan,2020,2.3,Diesel
Kia,Optima,2011,2.1,Diesel
BMW,3 Series,2003,2.9,Petrol
Chevrolet,Malibu,2006,4.6,Petrol
BMW,5 Series,2018,3.5,Electric
Audi,Q5,2013,3.6,Diesel
Kia,Rio,2022,3.0,Electric
Hyundai,Sonata,2019,4.3,Hybrid
Hyundai,Tucson,2002,4.1,Electric
Toyota,RAV4,2022,1.8,Petrol
Volkswagen,Passat,2012,3.5,Diesel
Audi,A4,2015,4.6,Electric
Audi,A3,2015,2.4,Diesel
Ford,Explorer,2013,2.1,Electric
Volkswagen,Passat,2019,1.3,Petrol
Volkswagen,Tiguan,2016,2.0,Petrol
Chevrolet,Impala,2009,4.1,Diesel
Hyundai,Elantra,2023,3.2,Petrol
BMW,X5,2006,4.3,Petrol
Audi,Q5,2020,2.1,Petrol
Ford,Explorer,2004,2.9,Electric
Chevrolet,Impala,2011,1.1,Hybrid
Kia,Optima,2023,3.6,Diesel
Ford,Focus,2013,3.0,Petrol
Volkswagen,Tiguan,2001,1.3,Electric
Toyota,RAV4,2019,4.7,Diesel
Hyundai,Tucson,2015,1.7,Petrol
Volkswagen,Tiguan,2023,1.9,Hybrid
Ford,Focus,2011,4.7,Hybrid
Toyota,RAV4,2006,4.1,Hybrid
Toyota,Corolla,2022,4.4,Petrol
BMW,5 Series,2008,1.3,Hybrid
Mercedes,E-Class,2007,3.6,Petrol
Ford,Focus,2013,2.1,Hybrid
Volkswagen,Golf,2018,3.6,Electric
Toyota,Camry,2012,3.8,Electric
Toyota,RAV4,2006,4.6,Petrol
Hyundai,Sonata,2007,3.9,Hybrid
Hyundai,Elantra,2023,3.2,Electric
Chevrolet,Impala,2019,2.3,Electric
Honda,Civic,2019,1.3,Hybrid
Toyota,RAV4,2013,1.3,Electric
Hyundai,Elantra,2015,2.4,Diesel
Volkswagen,Passat,2001,4.2,Diesel
Chevrolet,Equinox,2019,4.2,Electric
Kia,Sportage,2007,4.7,Electric
Chevrolet,Impala,2022,2.5,Electric
Audi,A4,2015,1.6,Hybrid
Toyota,Corolla,2014,5.0,Electric
Toyota,Corolla,2006,2.6,Diesel
Toyota,RAV4,2016,4.4,Diesel
Ford,Focus,2002,4.2,Diesel
Chevrolet,Malibu,2021,3.1,Electric
Hyundai,Elantra,2000,3.2,Electric
Chevrolet,Malibu,2013,3.7,Hybrid
Audi,A4,2008,2.2,Diesel
BMW,X5,2015,1.5,Electric
Hyundai,Sonata,2000,1.8,Petrol
Ford,Fiesta,2001,3.3,Diesel
Audi,Q5,2010,3.1,Electric
Toyota,Corolla,2014,3.6,Diesel
Chevrolet,Impala,2009,3.8,Electric
Audi,A4,2004,2.8,Hybrid
Kia,Optima,2017,2.2,Diesel
Chevrolet,Malibu,2007,3.1,Hybrid
Hyundai,Tucson,2008,3.5,Electric
Chevrolet,Equinox,2009,1.2,Electric
Ford,Focus,2018,4.1,Electric
Volkswagen,Golf,2009,2.3,Hybrid
Kia,Rio,2005,4.3,Diesel
Toyota,Corolla,2001,1.9,Electric
Kia,Optima,2016,3.7,Hybrid
Toyota,Corolla,2019,2.7,Diesel
Hyundai,Elantra,2020,3.7,Diesel
Ford,Fiesta,2016,2.4,Petrol
Audi,A4,2023,3.2,Diesel
Mercedes,C-Class,2018,2.6,Diesel
Toyota,RAV4,2012,1.5,Diesel
Toyota,Camry,2019,2.6,Electric
Honda,Accord,2020,4.2,Diesel
Kia,Sportage,2005,1.9,Hybrid
Mercedes,E-Class,2020,4.5,Petrol
Toyota,RAV4,2013,1.6,Diesel
Volkswagen,Golf,2004,3.0,Petrol
Honda,CR-V,2000,1.3,Petrol
Honda,CR-V,2004,2.5,Petrol
Mercedes,E-Class,2009,2.0,Petrol
Ford,Focus,2019,1.0,Diesel
Honda,Accord,2017,4.0,Petrol
Toyota,RAV4,2005,1.2,Petrol
Honda,Civic,2009,1.5,Electric
Kia,Rio,2015,1.1,Petrol
Hyundai,Elantra,2016,3.5,Hybrid
Volkswagen,Golf,2005,4.6,Hybrid
Mercedes,C-Class,2023,2.9,Electric
Volkswagen,Passat,2014,3.5,Petrol
Mercedes,E-Class,2023,1.0,Hybrid
Volkswagen,Tiguan,2020,2.6,Hybrid
Kia,Optima,2009,4.3,Diesel
BMW,3 Series,2017,4.9,Hybrid
Ford,Focus,2015,4.5,Hybrid
Chevrolet,Malibu,2018,2.1,Hybrid
Audi,A3,2021,3.6,Hybrid
Toyota,Corolla,2015,1.1,Diesel
Ford,Focus,2023,4.1,Hybrid
Chevrolet,Impala,2012,1.5,Electric
Hyundai,Tucson,2010,1.9,Hybrid
Audi,A3,2020,2.3,Hybrid
BMW,3 Series,2018,3.1,Hybrid
Honda,CR-V,2015,4.9,Hybrid
Mercedes,GLA,2020,3.4,Diesel
Hyundai,Elantra,2009,1.7,Petrol
Chevrolet,Impala,2022,1.6,Petrol
BMW,5 Series,2013,2.2,Petrol
Kia,Sportage,2017,2.1,Electric
Audi,Q5,2002,4.3,Electric
Chevrolet,Malibu,2020,4.7,Diesel
Volkswagen,Passat,2001,2.4,Electric
BMW,3 Series,2009,2.6,Diesel
Kia,Optima,2016,2.4,Hybrid
Kia,Rio,2022,4.0,Petrol
Mercedes,GLA,2001,1.6,Petrol
Mercedes,C-Class,2011,1.7,Hybrid
Audi,Q5,2012,1.1,Diesel
Hyundai,Tucson,2012,4.5,Petrol
Mercedes,GLA,2005,2.0,Hybrid
Honda,Accord,2007,2.9,Diesel
Kia,Sportage,2019,3.3,Petrol
Kia,Optima,2023,3.6,Petrol
Mercedes,GLA,2002,1.5,Diesel
Kia,Rio,2004,1.3,Electric
Toyota,RAV4,2009,1.0,Petrol
Volkswagen,Golf,2004,1.2,Hybrid
Audi,Q5,2005,2.9,Hybrid
Toyota,Corolla,2015,3.7,Electric
Chevrolet,Impala,2011,2.8,Electric
Honda,Accord,2007,4.3,Electric
Mercedes,C-Class,2012,3.6,Electric
Honda,Civic,2004,1.4,Diesel
Toyota,Corolla,2015,4.8,Electric
Hyundai,Elantra,2014,2.1,Diesel
Volkswagen,Passat,2015,3.6,Petrol
Hyundai,Tucson,2013,3.9,Electric
Toyota,Camry,2002,4.6,Petrol
Honda,CR-V,2016,2.6,Hybrid
Toyota,Camry,2022,1.8,Diesel
Toyota,RAV4,2003,1.6,Hybrid
Audi,A4,2017,3.5,Petrol
Ford,Focus,2009,2.3,Hybrid
Mercedes,C-Class,2001,1.4,Hybrid
Toyota,Corolla,2022,3.0,Diesel
Toyota,Corolla,2022,1.1,Electric
Audi,Q5,2023,4.9,Hybrid
Mercedes,GLA,2016,2.4,Electric
Volkswagen,Tiguan,2020,4.1,Electric
Audi,A4,2012,4.9,Electric
Audi,A4,2020,1.8,Hybrid
BMW,X5,2020,3.9,Electric
Volkswagen,Tiguan,2015,3.0,Diesel
Audi,Q5,2005,4.4,Petrol
Honda,Accord,2023,4.5,Diesel
Toyota,RAV4,2006,1.2,Electric
Volkswagen,Tiguan,2014,2.3,Hybrid
Hyundai,Tucson,2006,4.7,Diesel
Kia,Rio,2004,3.3,Diesel
Audi,Q5,2008,3.9,Petrol
Honda,Civic,2004,2.0,Hybrid
BMW,3 Series,2004,2.2,Electric
Hyundai,Tucson,2023,2.4,Diesel
Kia,Rio,2020,1.8,Hybrid
BMW,5 Series,2015,2.0,Diesel
Mercedes,GLA,2000,3.5,Hybrid
Volkswagen,Golf,2006,1.7,Electric
Kia,Rio,2016,1.9,Electric
Mercedes,GLA,2005,3.9,Electric
Mercedes,GLA,2003,1.6,Petrol
BMW,3 Series,2016,2.2,Diesel
Honda,Civic,2006,4.3,Hybrid
Hyundai,Elantra,2010,1.4,Hybrid
Kia,Sportage,2002,2.1,Diesel
BMW,3 Series,2018,2.4,Petrol
Kia,Optima,2009,3.5,Electric
Hyundai,Elantra,2003,3.6,Electric
Toyota,Corolla,2014,4.7,Electric
Mercedes,GLA,2010,2.4,Hybrid
Honda,Civic,2009,3.1,Diesel
Toyota,RAV4,2001,3.1,Electric
Audi,A3,2015,2.7,Hybrid
Audi,Q5,2023,1.0,Diesel
Audi,A4,2004,3.8,Diesel
Hyundai,Elantra,2017,2.4,Electric
Volkswagen,Golf,2005,3.8,Hybrid
Audi,A4,2000,1.6,Diesel
Mercedes,E-Class,2006,4.5,Diesel
Mercedes,GLA,2015,2.8,Electric
Audi,A4,2019,1.0,Diesel
Audi,A3,2012,3.5,Electric
Hyundai,Tucson,2012,3.2,Hybrid
Toyota,RAV4,2007,4.6,Electric
Honda,Accord,2019,4.6,Electric
Kia,Sportage,2002,1.7,Petrol
Ford,Explorer,2015,2.2,Diesel
Ford,Explorer,2020,4.8,Electric
Ford,Fiesta,2017,2.5,Electric
Toyota,Camry,2017,2.7,Hybrid
Toyota,Camry,2016,2.0,Petrol
BMW,X5,2006,2.0,Hybrid
Kia,Sportage,2010,4.3,Electric
Chevrolet,Impala,2010,2.5,Hybrid
Mercedes,C-Class,2004,1.4,Electric
Hyundai,Elantra,2005,3.3,Petrol
Hyundai,Tucson,2015,3.4,Hybrid
Mercedes,C-Class,2014,4.4,Petrol
Hyundai,Sonata,2003,2.9,Diesel
Kia,Optima,2002,3.4,Hybrid
Audi,A4,2012,1.4,Diesel
Volkswagen,Tiguan,2008,2.4,Hybrid
Chevrolet,Equinox,2017,1.8,Diesel
Hyundai,Tucson,2010,2.9,Petrol
Volkswagen,Tiguan,2023,2.8,Hybrid
Hyundai,Elantra,2006,3.8,Electric
Toyota,RAV4,2009,2.5,Hybrid
Kia,Optima,2000,1.2,Electric
Honda,Civic,2019,2.7,Electric
Toyota,Camry,2004,3.7,Petrol
Honda,CR-V,2008,2.9,Electric
Ford,Fiesta,2013,2.9,Diesel
Toyota,Corolla,2017,2.0,Hybrid
BMW,5 Series,2022,3.9,Electric
Honda,Civic,2022,1.7,Diesel
Ford,Focus,2019,2.0,Petrol
Kia,Optima,2000,2.9,Diesel
Mercedes,E-Class,2023,2.6,Diesel
Volkswagen,Tiguan,2017,4.8,Hybrid
Toyota,Corolla,2008,3.8,Petrol
Kia,Rio,2012,4.3,Diesel
Mercedes,E-Class,2009,4.0,Petrol
BMW,5 Series,2011,3.2,Diesel
Honda,Civic,2003,4.1,Hybrid
Ford,Fiesta,2009,4.5,Hybrid
Audi,Q5,2018,4.7,Electric
Ford,Explorer,2003,4.6,Diesel
Volkswagen,Tiguan,2012,3.3,Hybrid
Kia,Optima,2007,3.5,Diesel
Kia,Rio,2020,3.1,Diesel
Hyundai,Sonata,2008,4.7,Petrol
Chevrolet,Impala,2012,2.8,Diesel
Mercedes,GLA,2001,2.8,Petrol
Honda,CR-V,2012,1.2,Petrol
Kia,Rio,2006,2.9,Electric
BMW,5 Series,2011,3.6,Diesel
Chevrolet,Equinox,2011,3.3,Petrol
Toyota,Corolla,2021,3.9,Diesel
Audi,Q5,2023,3.4,Electric
Kia,Rio,2019,4.6,Hybrid
BMW,3 Series,2012,2.3,Diesel
Honda,CR-V,2009,1.5,Electric
Kia,Optima,2022,1.6,Hybrid
Mercedes,C-Class,2006,2.0,Electric
BMW,5 Series,2004,1.0,Hybrid
BMW,5 Series,2009,1.1,Petrol
Kia,Optima,2016,4.8,Diesel
Toyota,RAV4,2006,2.7,Petrol
Chevrolet,Impala,2007,4.4,Diesel
Hyundai,Elantra,2005,1.8,Hybrid
Ford,Fiesta,2017,3.4,Hybrid
Honda,Accord,2002,4.9,Hybrid
Chevrolet,Impala,2011,2.8,Hybrid
Audi,A3,2016,2.2,Petrol
BMW,3 Series,2021,4.7,Hybrid
Honda,Civic,2012,1.5,Diesel
Ford,Focus,2014,3.2,Petrol
Ford,Explorer,2002,2.2,Petrol
Volkswagen,Tiguan,2010,4.0,Electric
Honda,Civic,2020,4.8,Hybrid
Ford,Fiesta,2007,3.5,Diesel
Kia,Optima,2001,2.4,Electric
Audi,A3,2003,3.4,Petrol
Honda,Civic,2002,2.7,Diesel
Kia,Rio,2022,2.5,Petrol
Kia,Sportage,2022,1.2,Electric
Honda,Civic,2013,1.8,Electric
Kia,Rio,2000,1.4,Hybrid
Audi,A3,2021,4.6,Electric
Audi,A4,2012,1.5,Petrol
Chevrolet,Equinox,2006,3.1,Petrol
Hyundai,Sonata,2014,2.3,Diesel
Toyota,Corolla,2020,2.2,Electric
Chevrolet,Malibu,2021,2.7,Diesel
Volkswagen,Passat,2020,3.6,Hybrid
Toyota,Corolla,2021,4.7,Electric
Mercedes,E-Class,2006,1.3,Diesel
Chevrolet,Equinox,2010,1.2,Electric
Toyota,Camry,2017,3.5,Petrol
BMW,3 Series,2010,4.2,Petrol
Honda,Civic,2015,1.5,Hybrid
Hyundai,Elantra,2005,2.6,Hybrid
Hyundai,Sonata,2021,3.6,Diesel
Mercedes,GLA,2010,4.5,Diesel
Ford,Focus,2016,4.3,Diesel
Kia,Optima,2022,3.3,Petrol
Ford,Explorer,2012,1.7,Electric
Mercedes,C-Class,2003,4.4,Hybrid
Honda,Accord,2014,2.7,Electric
Chevrolet,Malibu,2018,2.0,Electric
Volkswagen,Tiguan,2006,4.2,Diesel
Kia,Rio,2013,1.9,Diesel
Hyundai,Sonata,2018,4.6,Electric
Volkswagen,Golf,2020,4.5,Electric
Mercedes,E-Class,2016,2.4,Diesel
Ford,Fiesta,2006,4.6,Petrol
Honda,CR-V,2012,4.8,Diesel
Kia,Rio,2020,1.3,Hybrid
Audi,Q5,2003,4.0,Petrol
Chevrolet,Impala,2005,2.5,Diesel
BMW,X5,2016,2.6,Petrol
Ford,Explorer,2002,3.2,Electric
Volkswagen,Golf,2004,3.0,Diesel
Toyota,RAV4,2021,2.3,Electric
Ford,Focus,2007,3.9,Diesel
Honda,Accord,2002,1.7,Petrol
Toyota,Camry,2013,1.6,Petrol
Hyundai,Elantra,2023,4.8,Electric
Honda,Accord,2002,4.0,Petrol
Ford,Explorer,2007,4.7,Petrol
Toyota,Corolla,2023,2.9,Electric
Kia,Optima,2014,3.2,Hybrid
Audi,A4,2000,1.7,Electric
Chevrolet,Impala,2009,3.1,Diesel
Volkswagen,Tiguan,2004,4.0,Electric
Ford,Focus,2014,3.6,Electric
Ford,Fiesta,2003,2.2,Electric
BMW,5 Series,2010,1.4,Diesel
Mercedes,E-Class,2013,1.7,Petrol
Honda,Accord,2011,1.1,Electric
Audi,Q5,2018,1.3,Hybrid
Toyota,RAV4,2005,4.2,Diesel
BMW,3 Series,2016,2.8,Electric
Audi,A3,2017,1.2,Electric
Mercedes,GLA,2018,4.7,Petrol
Kia,Sportage,2000,2.9,Electric
BMW,5 Series,2007,3.6,Diesel
Volkswagen,Golf,2016,1.9,Diesel
Mercedes,GLA,2011,2.0,Petrol
BMW,5 Series,2002,3.9,Diesel
Ford,Fiesta,2000,3.5,Petrol
Toyota,Corolla,2019,4.6,Electric
Audi,Q5,2018,3.9,Electric
Chevrolet,Malibu,2012,1.3,Hybrid
Hyundai,Tucson,2018,4.2,Petrol
Chevrolet,Impala,2010,2.4,Hybrid
Audi,A3,2019,2.8,Petrol
BMW,X5,2008,2.4,Petrol
Ford,Fiesta,2023,2.1,Diesel
Toyota,RAV4,2005,3.0,Petrol
Hyundai,Tucson,2008,2.9,Petrol
Chevrolet,Equinox,2009,3.8,Hybrid
Mercedes,GLA,2003,3.0,Hybrid
Ford,Focus,2007,3.6,Hybrid
Hyundai,Elantra,2013,3.6,Diesel
Audi,Q5,2018,3.2,Hybrid
Kia,Rio,2014,4.3,Petrol
BMW,3 Series,2001,4.9,Hybrid
Mercedes,C-Class,2013,3.5,Diesel
Hyundai,Elantra,2023,4.7,Petrol
Chevrolet,Equinox,2020,1.5,Diesel
Kia,Rio,2005,4.1,Petrol
Volkswagen,Tiguan,2004,3.6,Hybrid
Kia,Rio,2020,3.8,Hybrid
Toyota,Corolla,2011,3.8,Hybrid
BMW,X5,2013,4.7,Petrol
BMW,3 Series,2022,3.2,Petrol
Chevrolet,Equinox,2005,2.6,Hybrid
Ford,Fiesta,2007,1.7,Electric
Chevrolet,Impala,2004,4.7,Electric
Volkswagen,Tiguan,2013,4.4,Hybrid
Mercedes,C-Class,2000,4.7,Petrol
Audi,A4,2022,3.6,Electric
Honda,Civic,2002,2.8,Electric
Ford,Focus,2006,1.3,Diesel
Volkswagen,Passat,2011,3.2,Hybrid
Kia,Rio,2013,3.2,Electric
Chevrolet,Impala,2017,2.4,Hybrid
Volkswagen,Golf,2004,2.4,Electric
Mercedes,GLA,2023,3.2,Electric
Chevrolet,Impala,2003,2.0,Petrol
Mercedes,C-Class,2017,3.7,Petrol
Chevrolet,Equinox,2023,1.4,Diesel
Kia,Sportage,2019,3.6,Petrol
Ford,Fiesta,2007,4.7,Hybrid
Toyota,Corolla,2004,1.8,Electric
Toyota,Camry,2021,3.1,Petrol
Ford,Focus,2002,4.6,Diesel
Ford,Explorer,2004,2.3,Hybrid
Chevrolet,Equinox,2020,1.9,Petrol
Audi,A4,2021,4.6,Petrol
Ford,Focus,2001,3.5,Hybrid
Toyota,Corolla,2023,2.7,Diesel
BMW,3 Series,2020,3.1,Hybrid
Toyota,Camry,2008,4.3,Electric
Honda,Accord,2010,3.4,Petrol
Honda,CR-V,2003,1.5,Diesel
Volkswagen,Tiguan,2022,4.2,Hybrid
Toyota,Camry,2021,3.2,Hybrid
Kia,Optima,2019,4.3,Electric
Volkswagen,Tiguan,2015,1.5,Diesel
Volkswagen,Tiguan,2013,3.3,Diesel
Toyota,Corolla,2002,1.8,Diesel
Volkswagen,Golf,2018,2.4,Petrol
Hyundai,Sonata,2023,4.7,Hybrid
Kia,Sportage,2001,3.3,Electric
Chevrolet,Malibu,2007,1.7,Petrol
Ford,Fiesta,2023,2.4,Petrol
Volkswagen,Passat,2012,4.6,Petrol
Ford,Explorer,2015,3.6,Petrol
Ford,Fiesta,2018,1.6,Diesel
Audi,A4,2005,1.8,Hybrid
Honda,Accord,2009,1.7,Diesel
Volkswagen,Tiguan,2006,2.6,Hybrid
Chevrolet,Malibu,2023,2.1,Electric
Ford,Focus,2018,3.5,Petrol
Hyundai,Sonata,2015,1.6,Diesel
Mercedes,E-Class,2001,3.5,Hybrid
Chevrolet,Equinox,2023,1.6,Electric
Chevrolet,Equinox,2017,2.0,Petrol
Honda,CR-V,2002,2.3,Hybrid
Volkswagen,Passat,2011,3.5,Electric
Volkswagen,Tiguan,2013,4.4,Petrol
Chevrolet,Impala,2006,4.7,Hybrid
BMW,X5,2022,4.6,Hybrid
Volkswagen,Tiguan,2009,3.1,Hybrid
Honda,CR-V,2002,3.5,Hybrid
Ford,Focus,2011,2.4,Electric
Toyota,Camry,2015,4.1,Electric
BMW,3 Series,2005,2.3,Electric
Honda,Accord,2011,3.0,Petrol
Kia,Optima,2018,1.3,Diesel
Audi,Q5,2021,4.5,Electric
Toyota,Camry,2009,1.9,Hybrid
BMW,X5,2002,3.2,Petrol
Volkswagen,Passat,2020,3.9,Electric
Honda,Accord,2016,1.6,Petrol
Honda,Accord,2019,1.4,Hybrid
Volkswagen,Passat,2023,3.0,Diesel
Volkswagen,Golf,2023,3.0,Diesel
BMW,3 Series,2022,1.4,Diesel
Mercedes,GLA,2011,1.2,Diesel
Toyota,Corolla,2002,2.0,Petrol
Ford,Focus,2017,3.3,Electric
Honda,Accord,2004,2.9,Petrol
Honda,Civic,2014,2.0,Hybrid
Chevrolet,Malibu,2002,2.1,Electric
Chevrolet,Equinox,2006,1.4,Hybrid
Honda,Accord,2000,3.8,Electric
Ford,Fiesta,2003,3.2,Petrol
Volkswagen,Passat,2021,3.3,Hybrid
BMW,5 Series,2021,3.1,Diesel
Audi,A4,2022,4.0,Electric
Volkswagen,Golf,2002,4.7,Hybrid
Kia,Sportage,2000,4.3,Petrol
BMW,3 Series,2002,1.7,Hybrid
Honda,Civic,2007,2.8,Electric
Kia,Rio,2022,4.7,Electric
Hyundai,Tucson,2012,3.4,Hybrid
BMW,5 Series,2022,4.9,Hybrid
Chevrolet,Malibu,2017,3.5,Electric
Honda,Civic,2012,1.1,Petrol
Mercedes,C-Class,2000,2.6,Hybrid
Audi,A4,2006,3.0,Hybrid
Audi,A3,2008,3.9,Petrol
Kia,Rio,2018,2.9,Electric
Ford,Focus,2020,1.8,Hybrid
Chevrolet,Impala,2002,4.1,Diesel
Audi,A3,2000,2.1,Diesel
Toyota,Camry,2023,1.5,Diesel
Mercedes,GLA,2012,3.6,Diesel
Ford,Explorer,2015,3.5,Petrol
Volkswagen,Passat,2020,2.7,Electric
Chevrolet,Impala,2007,4.8,Hybrid
Audi,A3,2012,1.4,Hybrid
Ford,Explorer,2005,4.8,Diesel
Toyota,RAV4,2011,1.6,Petrol
Ford,Fiesta,2009,4.8,Diesel
Hyundai,Tucson,2016,3.5,Petrol
Toyota,Camry,2010,1.4,Electric
